site_name,url,bias_rating,factual_reporting_rating
Harvard Business Review,hbr.org,-3,HIGH
Harvard Gazette,news.harvard.edu/gazette,-4,HIGH
Harvard Political Review,harvardpolitics.com,-4,HIGH
Hastings Tribune,hastingstribune.com,-2,HIGH
Health Magazine,health.com,-11,MIXED
Healthcare Finance News,healthcarefinancenews.com,-1,HIGH
HealthyWay,healthyway.com,-11,HIGH
Heartland Institute,heartland.org,29,MIXED
Heat Street,heatst.com,24,MIXED
Heavy,heavy.com,-13,HIGH
Helsinki Times,helsinkitimes.fi,-15,HIGH
Herald & Review (Illinois),herald-review.com,2,HIGH
Herald-Sun,heraldsun.com.au,11,HIGH
Heritage Foundation,heritage.org,29,MIXED
HermanCain.com,hermancain.com,29,MIXED
Heterodox Academy,heterodoxacademy.org,8,HIGH
High Country News,hcn.org,-13,HIGH
High Point Enterprise,hpenews.com,10,HIGH
Highline,highline.huffingtonpost.com,-12,HIGH
Hillary Daily,hillarydaily.com,23,MIXED
Hindustan Times,hindustantimes.com,-8,HIGH
History News Network,historynewsnetwork.org,-12,HIGH
Hoax Slayer,hoax-slayer.com,0,VERY HIGH
Hollywood Reporter,hollywoodreporter.com,-15,HIGH
Homeland Security News Wire,homelandsecuritynewswire.com,1,HIGH
Honest Reporting,honestreporting.com,10,HIGH
Honolulu Star-Advertiser,staradvertiser.com,-11,HIGH
Hoover Institution,hoover.org,13,MIXED
Hot Air,hotair.com,26,HIGH
Houston Chronicle,houstonchronicle.com,-14,HIGH
Hudson Institute,hudson.org,22,HIGH
Huffington Post (HuffPost),huffingtonpost.com,-21,HIGH
Human Events,humanevents.com,26,MIXED
Human Progress,humanprogress.org,16,MIXED
Human Rights Campaign (HRC),hrc.org,-24,HIGH
Human Rights Watch,hrw.org,-8,HIGH
Humanium,humanium.org,-13,HIGH
Hurriyet Daily News,hurriyetdailynews.com,-11,MIXED
I Bleed Red White and Blue,ibleedredwhiteblue.com,27,MIXED
I24 News,i24news.tv,1,HIGH
Ice News,icenews.is,-13,HIGH
ICitizen,icitizen.com,-3,HIGH
Idaho Statesman,idahostatesman.com,-3,HIGH
If Americans Knew,ifamericaknew.org,-15,HIGH
IHS Janes 360,janes.com,1,HIGH
Illinois Policy Institute,illinoispolicy.org,20,HIGH
iMediaEthics,imediaethics.org,-4,HIGH
Impeach Trump Now,impeachdjtnow.com,-29,MIXED
Imprimis (Hillsdale College),imprimis.hillsdale.edu,24,MIXED
In Defence of Marxism,marxist.com,-27,HIGH
In Homeland Security,inhomelandsecurity.com,9,HIGH
In These Times,inthesetimes.com,-22,HIGH
Independent Australia,independentaustralia.net,-15,HIGH
Independent Journal Review,ijr.com,26,HIGH
Independent Media Center,indymedia.org/or/index.shtml,-14,MIXED
Independent Record (Montana),helenair.com,1,HIGH
Independent Reporter (Ir.net),ir.net,-27,MIXED
Independent Sentinel,independentsentinel.com,29,HIGH
Independent Voter Network (IVN),ivn.us,-4,HIGH
Independent Women’s Forum (IWF),iwf.org,24,MIXED
India Today,indiatoday.intoday.in,-4,HIGH
Indianapolis Star,indystar.com,-10,HIGH
Inequality Media,inequalitymedia.org,-19,HIGH
iNews,inews.co.uk,-13,HIGH
Informed Comment,juancole.com,-19,HIGH
Inquisitr,inquisitr.com/news,-14,MIXED
Inside Higher Ed,insidehighered.com,-7,HIGH
Inside Philanthropy,insidephilanthropy.com,-13,HIGH
InsideClimate News,insideclimatenews.org,-7,HIGH
InsideSources,insidesources.com,12,HIGH
Institute for Family Studies,ifstudies.org,23,MIXED
Institute for Humane Studies,theihs.org,7,HIGH
Institute for Middle East Understanding (IMEU),imeu.org,-12,HIGH
Institute for Policy Studies,ips-dc.org,-28,HIGH
Institute for Women’s Policy Research (IWPR),iwpr.org,-4,HIGH
Institute on Taxation and Economic Policy (ITEP),itep.org,-11,HIGH
Intellectual Takeout,intellectualtakeout.org,26,MIXED
Inter Press Service (IPS),ips.org,-16,HIGH
International Business Times,ibtimes.com,-11,MIXED
International Center for Research on Women,icrw.org,-11,HIGH
International Consortium of Investigative Journalists,icij.org,-4,VERY HIGH
International Crisis Group,crisisgroup.org,-10,HIGH
International Energy Agency (IEA),iea.org,-5,HIGH
International Organization,journals.cambridge.org/action/displayIssue?jid=INO&tab=currentissue,1,VERY HIGH
International Press Institute,freemedia.at,-1,VERY HIGH
International Rescue Committee (IRC),rescue.org,-3,HIGH
International Viewpoint,internationalviewpoint.org,-29,MIXED
Intrepid Report,intrepidreport.com,-24,MIXED
Inverse,inverse.com,-12,HIGH
Investigative Reporters and Editors,ire.org,-1,VERY HIGH
Investopedia,investopedia.com,-1,HIGH
Investors Business Daily,investors.com,28,MIXED
Iowa Starting Line,iowastartingline.com,-22,HIGH
iPatriot,ipatriot.com,24,MIXED
iPolitics,ipolitics.ca,-9,HIGH
IRIN News,irinnews.org,-10,HIGH
Irish Independent,independent.ie,11,HIGH
Israel Hayom,israelhayom.com/site/today.php,13,HIGH
ITV News,itv.com/news,8,HIGH
It’s Going Down,itsgoingdown.org,-28,MIXED
Jackson Sun,jacksonsun.com,2,HIGH
Jacobin,jacobinmag.com,-22,HIGH
Japan Times,japantimes.co.jp,1,HIGH
Japan Today,japantoday.com,7,HIGH
Jewish Breaking News,jewishbreakingnews.com,12,MIXED
Jewish News Syndicate (JNS),jns.org,13,HIGH
Jewish Policy Center,jewishpolicycenter.org,20,HIGH
Jewish Telegraphic Agency (JTA),jta.org,1,HIGH
Jewish World Review,jewishworldreview.com,26,MIXED
Jezebel,jezebel.com,-29,MIXED
Jihadica,jihadica.com,-9,HIGH
Joint Center for Political and Economic Studies,jointcenter.org,-13,HIGH
Journal Gazette & Times-Courier,opensecrets.org/orgs/totals.php?id=D000052990&cycle=2014,-3,HIGH
Journal of Politics and Society,helvidius.org,-10,VERY HIGH
JStor Daily,daily.jstor.org,-1,VERY HIGH
Judicial Crisis Network,judicialnetwork.com,28,MIXED
Just Facts Daily,justfactsdaily.com,19,HIGH
Just Facts,justfacts.com,12,HIGH
Just Security,justsecurity.org,-3,HIGH
Kaiser Family Foundation,kff.org,-4,HIGH
Kansas City Star,kansascity.com,-12,HIGH
Kansas Policy Institute (KPI),kansaspolicy.org,26,MIXED
Keep and Bear,keepandbear.com,28,HIGH
KMOV,kmov.com,-9,HIGH
Knight Foundation,knightfoundation.org,-7,HIGH
Know Your Meme,knowyourmeme.com,-1,HIGH
Knowhere,knowherenews.com,-1,HIGH
Knox Report,knoxreport.com,30,MIXED
Knoxville News Sentinel,knoxnews.com,-12,HIGH
KOCO News 5,koco.com,-7,HIGH
Korea Herald,koreaherald.com,8,MIXED
Kotaku,kotaku.com,-13,HIGH
KUOW NPR,kuow.org,-10,HIGH
Kurdistan 24,kurdistan24.net,-15,MIXED
KUTV Salt Lake City,kutv.com,10,HIGH
Kyiv Post,kyivpost.com,-15,MIXED
La Presse,lapresse.ca,-16,HIGH
LA Times (Los Angeles Times),latimes.com,-14,HIGH
Las Vegas Review-Journal,reviewjournal.com,12,HIGH
Latest.com,latest.com,-29,MIXED
Latin Times,latintimes.com,-8,HIGH
Lavender Magazine,lavendermagazine.com,-22,HIGH
Law Newz,lawnewz.com,-11,HIGH
Lawfare Blog,lawfareblog.com,-13,HIGH
Le Devoir,ledevoir.com,1,HIGH
Lead Stories,leadstories.com,-2,VERY HIGH
Learn Liberty,learnliberty.org,8,HIGH
Left Action,leftaction.com,-25,HIGH
Left Foot Forward,leftfootforward.org,-23,HIGH
Left Justified,leftjustified.com,-9,HIGH
Left Over Rights,leftoverrights.com,-27,MIXED
Left Side of History,leftsideofhistory.com,-23,MIXED
Left Voice,leftvoice.org,-22,HIGH
Left Wing Nation,leftwingnation.org,-28,HIGH
LeftScoop,leftscoop.com,-29,MIXED
Legal Insurrection,legalinsurrection.com,24,MIXED
Lethbridge Herald,lethbridgeherald.com,-12,HIGH
Lexington Herald Leader,kentucky.com,-10,HIGH
Lexington Institute,lexingtoninstitute.org,8,HIGH
LGBTQ Nation,lgbtqnation.com,-18,HIGH
Libcom.org,libcom.org,-28,HIGH
Liberal America,liberalamerica.org,-25,MIXED
Liberal Examiner,liberalexaminer.com,-29,MIXED
Liberal Mountain,liberalmountain.com,-16,HIGH
Liberals Unite (Samuel Warde),samuel-warde.com,-27,MIXED
Liberation News,liberationnews.org,-22,HIGH
Liberty Hangout,libertyhangout.org,23,MIXED
Liberty Headlines,libertyheadlines.com,29,MIXED
Liberty Nation,libertynation.com,29,MIXED
Liberty News,libertynews.com,30,MIXED
Liberty Viral,libertyviral.com,13,HIGH
LibertyTalk.FM,libertytalk.fm,27,MIXED
Life and About,lifeandabout.com,30,MIXED
Life Decisions International,fightpp.org,27,MIXED
Life News,lifenews.com,30,MIXED
Life Site News,lifesitenews.com,26,MIXED
Lifehacker,lifehacker.com,-10,HIGH
LifeZette,lifezette.com,24,MIXED
Lima Charlie News,limacharlienews.com,2,HIGH
Lincoln Journal Star,journalstar.com,-2,HIGH
ListVerse,listverse.com,-3,HIGH
Little Green Footballs,littlegreenfootballs.com,-22,MIXED
LiveLeak,liveleak.com,-12,HIGH
Lompoc Record,lompocrecord.com,1,HIGH
London Broadcasting Company (LBC),lbc.co.uk,17,MIXED
London Evening Standard,standard.co.uk,15,HIGH
London Free Press,lfpress.com,7,MIXED
Lone Conservative,loneconservative.com,24,MIXED
Longview News-Journal,news-journal.com,2,HIGH
Los Angeles Daily News,dailynews.com,6,HIGH
Louder With Crowder,louderwithcrowder.com,30,MIXED
Love Knowledge,loveknowledge.org,-26,MIXED
Lyin’ Comey,lyincomey.com,29,MIXED
Lynx Media,lynx.media,7,MIXED
Mackinac Center for Public Policy,mackinac.org,10,HIGH
Maclean’s Magazine,macleans.ca,-11,HIGH
Maine Beacon,mainebeacon.com,-9,HIGH
MakeUseOf,makeuseof.com,-2,HIGH
Malaysia Today,malaysia-today.net,2,MIXED
Manchester Union Leader,unionleader.com,19,MIXED
Manhattan Institute for Policy Research,manhattan-institute.org,10,HIGH
Maplight,maplight.org,-2,VERY HIGH
MarketWatch,marketwatch.com,0,HIGH
Mashable,mashable.com,-20,HIGH
McClatchyDC,mcclatchydc.com,-4,HIGH
Mean Left Hook,meanlefthook.com,-28,MIXED
Media Circus,mediacircus.com,30,MIXED
Media Equalizer,mediaequalizer.com,29,MIXED
Media Matters,mediamatters.org,-24,HIGH
Media Research Center (MRC),mrc.org,28,MIXED
MediaFile,mediafiledc.com,-12,HIGH
Mediaite,mediaite.com,-23,HIGH
MediaShift,mediashift.org,-4,HIGH
Medium,medium.com,-12,MIXED
Meduza,meduza.io/en,-19,HIGH
Mehr News Agency,en.mehrnews.com,23,MIXED
Memeorandum,memeorandum.com,-4,MIXED
Mental Floss,mentalfloss.com,-2,HIGH
Mercatornet,mercatornet.com,28,HIGH
MercoPress,en.mercopress.com,-1,HIGH
Merion West,merionwest.com,5,HIGH
Merry Jane,merryjane.com,-20,HIGH
Metabunk,metabunk.org,-3,HIGH
Metro UK,metro.co.uk,-14,HIGH
Metro,metro.us,-10,HIGH
Mexico Daily News,mexiconewsdaily.com,-13,HIGH
Miami Herald,miamiherald.com,-10,HIGH
Miami New Times,miaminewtimes.com,-23,HIGH
Mic,mic.com,-14,HIGH
Middle East Monitor,middleeastmonitor.com,-21,MIXED
Migration Policy Institute,migrationpolicy.org,-10,HIGH
Military Times,militarytimes.com,8,HIGH
Military.com,military.com,3,HIGH
Milwaukee Journal-Sentinel,jsonline.com,-9,HIGH
Minneapolis Star Tribune,startribune.com,-9,HIGH
Minnesota Public Radio (MPR),mprnews.org,-11,HIGH
MinnPost,minnpost.com,-11,HIGH
Mint Press News,mintpressnews.com,-16,MIXED
Mises Daily,mises.org,16,MIXED
Missoulian,missoulian.com,-3,HIGH
MLive (Michigan – Booth Newspapers),mlive.com,-1,HIGH
Modern Liberals,modernliberals.com,-29,MIXED
Molad The Center for the Renewal of Israeli Democracy,molad.org/en,-20,HIGH
Mondoweiss,mondoweiss.net,-18,HIGH
Mongabay,news.mongabay.com,-12,HIGH
Montana Standard,mtstandard.com,-3,HIGH
Monthly Review,monthlyreview.org,-13,HIGH
Montreal Gazette,montrealgazette.com,-12,HIGH
Moon of Alabama,moonofalabama.org,-26,MIXED
Morning Consult,morningconsult.com,-13,HIGH
Moscow Times,themoscowtimes.com,-14,HIGH
Mother Jones,motherjones.com,-23,HIGH
Mother Nature Network,mnn.com,-15,HIGH
Mountain Democrat,mtdemocrat.com,-8,HIGH
Move On,front.moveon.org,-29,MIXED
Ms. (Magazine),msmagazine.com,-20,HIGH
MSN.com,msn.com,-9,HIGH
MSNBC,msnbc.com,-24,MIXED
Muncie Voice,muncievoice.com,-15,HIGH
MWC News – Media With Conscience,mwcnews.net,-12,HIGH
MyNorthwest,mynorthwest.com,12,HIGH
Naked Capitalism,nakedcapitalism.com,-12,HIGH
Nap-Sack,nap-sack.org,-18,MIXED
Napa Valley Register,napavalleyregister.com,2,HIGH
Nation of Change,nationofchange.org,-23,MIXED
National Affairs Magazine,nationalaffairs.com,9,HIGH
National Association for the Advancement of Colored People (NAACP),naacp.org,-17,HIGH
National Bureau of Economic Research (NBER),nber.org,1,HIGH
National Center for Public Policy Research (NCPPR),nationalcenter.org,28,MIXED
National Center for Transgender Equality (NCTE),transequality.org,-15,HIGH
National Institute on Money in State Politics,followthemoney.org,-4,HIGH
National Interest,nationalinterest.org,6,HIGH
National Journal,nationaljournal.com,-4,HIGH
National Monitor,natmonitor.com,-15,HIGH
National Newswatch,nationalnewswatch.com,-8,HIGH
National Observer (Canada),nationalobserver.com,-15,HIGH
National Post,nationalpost.com/index.html,13,HIGH
National Review,nationalreview.com,26,MIXED
National Rifle Association (NRA),home.nra.org,30,MIXED
National Youth Rights Association,youthrights.org,-8,HIGH
NationMaster,nationmaster.com,-1,VERY HIGH
Natural Resource Governance Institute,resourcegovernance.org,-11,HIGH
Natural Resources Defense Council,nrdc.org,-14,HIGH
Nature Conservancy,nature.org,-9,HIGH
NBC News,nbcnews.com,-14,HIGH
NC Policy Watch,ncpolicywatch.com,-14,HIGH
NDTV,ndtv.com,-12,HIGH
Need 2 Know,theneed2know.com,-5,HIGH
Netherlands Radio and Television Association (NOS),nos.nl,7,HIGH
New America,newamerica.org,-3,HIGH
New Bern Sun Journal,newbernsj.com,-4,HIGH
New Boston Post,newbostonpost.com,24,MIXED
New England Cable News (NECN),necn.com,-9,HIGH
New Europe,neweurope.eu,-13,HIGH
New Internationalist,newint.org,-22,HIGH
New Left Review,newleftreview.org,-14,HIGH
New Matilda,newmatilda.com,-13,HIGH
New Moderate,newmoderate.com,-11,HIGH
New Politics Magazine,newpol.org,-19,HIGH
New Republic,newrepublic.com,-20,HIGH
New Revolution Now,newrevolutionnow.org,22,HIGH
New Statesman,newstatesman.com,-22,HIGH
New York Daily News,nydailynews.com,-15,MIXED
New York Magazine,nymag.com,-22,HIGH
New York Observer,observer.com,20,HIGH
New York Post,nypost.com,17,MIXED
New York Times,nytimes.com,-12,HIGH
New Yorker,newyorker.com,-23,HIGH
New Zealand Herald,nzherald.co.nz,1,HIGH
News and Guts,newsandgutsmedia.com,-13,HIGH
News Channel 4 (KFOR.com),kfor.com,-8,HIGH
News Corpse,newscorpse.com,-29,MIXED
News Deeply,newsdeeply.com,-16,HIGH
News Heist,newsheist.com,12,MIXED
News Lookup,newslookup.com,-1,HIGH
News Rescue,newsrescue.com,11,HIGH
News-Gazette,news-gazette.com,8,HIGH
News.com.au,news.com.au,-12,HIGH
News24 (South Africa),news24.com,2,HIGH
Newsbusters,newsbusters.org,30,MIXED
Newsday,newsday.com,-15,HIGH
Newsela,newsela.com,-3,HIGH
Newser,newser.com,-9,HIGH
NewsGru,newsgru.com,-15,MIXED
NewsHounds,newshounds.us,-25,MIXED
Newsline,newsline.com,12,MIXED
NewsLogue,newslogue.com,-28,MIXED
Newsmax,newsmax.com,26,MIXED
NewsNow (UK),newsnow.co.uk/h,-3,MIXED
NewsOne,newsone.com,-16,HIGH
Newsweek,newsweek.com,-23,MIXED
Newsy,newsy.com,-10,HIGH
Next Avenue,nextavenue.org,-5,HIGH
Next News Network,nextnewsnetwork.com,30,MIXED
NextGov,nextgov.com,-2,HIGH
NHK World,www3.nhk.or.jp/nhkworld,-2,HIGH
Niskanen Center,niskanencenter.org,-5,HIGH
NK News,nknews.org,-4,HIGH
No Labels,nolabels.org,-3,HIGH
Noozhawk,noozhawk.com,-4,HIGH
North Korea Times,northkoreatimes.com,-3,MIXED
North99,north99.org,-24,HIGH
Northwest Indiana Times,nwitimes.com,2,HIGH
Not Liberal,notliberal.com,29,MIXED
Nova Magazine,nova-magazine.net,-29,MIXED
Novinite,novinite.com,-4,HIGH
Now Magazine,nowtoronto.com,-18,HIGH
NowThis News,nowthisnews.com,-23,MIXED
NPR (National Public Radio),npr.org/sections/news,-9,VERY HIGH
NTD.TV (New Tang Dynasty),ntd.tv,14,HIGH
NTK Network,ntknetwork.com,27,MIXED
Numbers USA,numbersusa.com,29,MIXED
OC Weekly,ocweekly.com,-12,HIGH
Odessa American,oaoa.com,10,HIGH
Offended America,offendedamerica.com,29,MIXED
Offgrid Survival,offgridsurvival.com,29,MIXED
Oil and Water Don’t Mix,oilandwaterdontmix.org,-8,HIGH
Oil Price,oilprice.com,8,HIGH
Omaha World-Herald,omaha.com,10,HIGH
One America News Network,oann.com,29,MIXED
One Green Planet,onegreenplanet.org,-27,MIXED
OneEighty,180report.com,-1,MIXED
OneIndia,oneindia.com,-12,MIXED
OneNewsNow,onenewsnow.com,29,MIXED
Ontario Proud,ontarioproud.ca,24,HIGH
OpEdNews (OEN),opednews.com,-27,MIXED
Open the Government,openthegovernment.org,-3,HIGH
openDemocracy,opendemocracy.net,-15,HIGH
Opposing Views,opposingviews.com,-14,HIGH
OpsLens,opslens.com,30,MIXED
Orange County Register,ocregister.com,11,HIGH
Oregonian,oregonlive.com/#/0,12,HIGH
Orlando Sentinel,orlandosentinel.com,10,HIGH
Ottawa Citizen,ottawacitizen.com,10,HIGH
Our Voice NY,ourvoiceny.com,-25,HIGH
Our World In Data,ourworldindata.org,-8,HIGH
Outside The Beltway,outsidethebeltway.com,-11,HIGH
Oyez Project,oyez.org,-1,VERY HIGH
Ozy Media,ozy.com,-13,HIGH
Pacific Daily News,guampdn.com,-3,HIGH
Pacific Research Institute,pacificresearch.org/home,9,HIGH
Pacific Standard Magazine,psmag.com,-10,HIGH
Palmer Report,palmerreport.com,-27,MIXED
PanAm Post,panampost.com,-12,HIGH
Parallax News (PXW),parallax.news,0,HIGH
Paste Magazine,pastemagazine.com,-21,HIGH
Patch,patch.com,-2,HIGH
Patheos,patheos.com,-1,MIXED
Patriot News Daily,patriotnewsdaily.com,30,MIXED
Patriotic Millionaires,patrioticmillionaires.org,-12,HIGH
PatriotRetort.com,patriotretort.com,28,MIXED
PBS News Hour,pbs.org/newshour,-10,HIGH
Peacock Panache,peacock-panache.com,-27,HIGH
Peninsula Daily News,peninsuladailynews.com,8,HIGH
Pensacola News Journal,pnj.com,-4,HIGH
People for the American Way (PFAW),pfaw.org,-19,HIGH
People Magazine,people.com/politics,-20,HIGH
Peterson Foundation,pgpf.org,1,HIGH
Peterson Institute for International Economics,piie.com,2,HIGH
Pew Research,pewresearch.org,-1,VERY HIGH
Philadelphia Inquirer,philly.com/inquirer,-11,HIGH
Philadelphia Tribune,phillytrib.com,-11,HIGH
Philippine Daily Inquirer,inquirer.net,-8,HIGH
Phoenix New Times,phoenixnewtimes.com,-16,HIGH
PINAC,photographyisnotacrime.com,-18,HIGH
Pink News,pinknews.co.uk/home,-20,HIGH
Pittsburgh Post-Gazette,post-gazette.com,7,HIGH
Pittsburgh Tribune Review,triblive.com,10,HIGH
PJ Media,pjmedia.com,24,MIXED
Places Journal,placesjournal.org,-3,VERY HIGH
Pluralist,pluralist.com,-11,HIGH
Policy Review,hoover.org/publications/policy-review,22,HIGH
PolicyEd,policyed.org,16,HIGH
Political Critique,politicalcritique.org,-13,HIGH
Political Dig,politicaldig.com,-28,MIXED
Political Insider,thepoliticalinsider.com,29,MIXED
Political Storm,politicalstorm.com,5,HIGH
Political Updater,politicalupdater.com,-23,MIXED
Politichicks,politichicks.com,30,MIXED
Politico,politico.com,-15,HIGH
Politics That Work,politicsthatwork.com,-15,HIGH
PoliticsNote,politicsnote.com,30,MIXED
PoliticusUSA,politicususa.com,-23,HIGH
Politifact,politifact.com,-4,HIGH
Politifeed,politifeed.net,30,MIXED
Politisite,politi.site,24,HIGH
Polygraph.info,polygraph.info,-2,VERY HIGH
Popular Resistance,popularresistance.org,-21,MIXED
Population Connection,populationconnection.org,-15,HIGH
Populist Wire,populistwire.com,28,MIXED
Portland Press-Herald,pressherald.com,-7,HIGH
Positive News,positive.news,-12,HIGH
Post-Bulletin,postbulletin.com,6,HIGH
Power Line,powerlineblog.com,24,HIGH
Poynter Institute,poynter.org,-4,VERY HIGH
PR Newswire,prnewswire.mediaroom.com,-1,HIGH
Pravda Report,pravdareport.com,-27,MIXED
Press Progress,pressprogress.ca,-20,HIGH
Press TV,presstv.com,-10,MIXED
ProCon.org,procon.org,-2,HIGH
Progressive Army,progressivearmy.com,-22,HIGH
Progressive Liberal,progressiveliberal.net,-26,MIXED
Project Censored,projectcensored.org,-19,HIGH
Project on Government Oversight,pogo.org,-4,VERY HIGH
Project Syndicate,project-syndicate.org,-2,HIGH
Project Veritas,projectveritas.com,30,MIXED
Propublica,propublica.org,-13,HIGH
Prospect Magazine,prospectmagazine.co.uk,-11,HIGH
Proud Conservatives,conservativesus.party,30,MIXED
Proud Democrat,proudemocrat.com,-24,MIXED
Public Citizen,citizen.org,-13,HIGH
Public Interest Legal Foundation,publicinterestlegal.org,23,MIXED
Public Policy Polling (PPP),publicpolicypolling.com,0,VERY HIGH
Public Radio International (PRI),pri.org,-13,HIGH
Public Religion Research Institute (PRRI),prri.org,2,VERY HIGH
PunchingBag Post,punchingbagpost.com,13,HIGH
PutinTrump.org,putintrump.org,-20,HIGH
Quad City Times,qctimes.com,-4,HIGH
Quadrant Magazine,quadrant.org.au,27,MIXED
Quartz,qz.com,-11,HIGH
Queerty,queerty.com,-20,HIGH
Quillette,quillette.com,11,HIGH
R Street Institute,rstreet.org,10,HIGH
Rabble.ca,rabble.ca,-25,HIGH
Radio Free Asia,rfa.org/english,-7,HIGH
Radio Free Europe / Radio Liberty,rferl.org,-2,HIGH
Raleigh News and Observer,newsobserver.com,-9,HIGH
Rand Corporation,rand.org,-4,HIGH
Rantt Media,rantt.com,-19,HIGH
Rapid City Journal,rapidcityjournal.com,-3,HIGH
Rappler,rappler.com,-18,MIXED
Rare News,rare.us,9,HIGH
Rasmussen Reports,rasmussenreports.com,7,HIGH
RationalWiki,rationalwiki.org/wiki/Main_Page,-11,HIGH
Raw Progressive,rawprogressive.com,-29,MIXED
Raw Story,rawstory.com,-23,MIXED
Reader Supported News (RSN),readersupportednews.org,-22,MIXED
